item_id,title,artist_name,track_name,category,tags,description,genre
33,item_33,,item_33,,22 69 75 148 179 651 654 4438,item 33 features: 22 69 75 148 179 651 654 4438,
38,item_38,,item_38,,27 30 84 321 1314,item 38 features: 27 30 84 321 1314,
42,item_42,,item_42,,11 13 16 19 44 150 158 693 1363 4521 5972 7006 7450,item 42 features: 11 13 16 19 44 150 158 693 1363 4521 5972 7006 7450,
43,item_43,,item_43,,16 30 44 980,item 43 features: 16 30 44 980,
44,item_44,,item_44,,11 12 13 16 19 30 31 36 44 150 154 158 285 291 303 456 927 2696 4426 5134 5446 5557 6301,item 44 features: 11 12 13 16 19 30 31 36 44 150 154 158 285 291 303 456 927 2696 4426 5134 5446 5557 6301,
46,item_46,,item_46,,81 260 507 575 611 1176 1448 3546,item 46 features: 81 260 507 575 611 1176 1448 3546,
48,item_48,,item_48,,16 68 69 99 112 157 1302,item 48 features: 16 68 69 99 112 157 1302,
49,item_49,,item_49,,14 22 23 36 69 74 75 77 101 109 147 155 163 164 192 197 199 291 299 367 399 411 421 702 735 740 743 747 921 1046 1048 1109 1143 1346 1650 1651 1656 2044 2079 2554 2785 2846 2847 3009 3561 3576 3812 3813 4906 5446 5861 5872 6024,item 49 features: 14 22 23 36 69 74 75 77 101 109 147 155 163 164 192 197 199 291 299 367 399 411 421 702 735 740 743 747 921 1046 1048 1109 1143 1346 1650 1651 1656 2044 2079 2554 2785 2846 2847 3009 3561 3576 3812 3813 4906 5446 5861 5872 6024,
50,item_50,,item_50,,14 15 16 17 23 36 70 105 230 235 279 329 367 588 668 717 733 735 738 739 740 742 746 750 751 771 777 786 1384 1447 1894 1922 2554 3501 3502 3504 3561 4818 4825 5903 5904 5914 5919 5921 5940 6394 6864 6871,item 50 features: 14 15 16 17 23 36 70 105 230 235 279 329 367 588 668 717 733 735 738 739 740 742 746 750 751 771 777 786 1384 1447 1894 1922 2554 3501 3502 3504 3561 4818 4825 5903 5904 5914 5919 5921 5940 6394 6864 6871,
51,item_51,,item_51,,14 15 16 22 23 24 36 69 70 75 105 115 158 260 367 407 733 743 766 770 772 3189 6320,item 51 features: 14 15 16 22 23 24 36 69 70 75 105 115 158 260 367 407 733 743 766 770 772 3189 6320,
52,item_52,,item_52,,11 13 16 19 36 75 105 158 263 309 379 508 604 1599,item 52 features: 11 13 16 19 36 75 105 158 263 309 379 508 604 1599,
53,item_53,,item_53,,11 12 14 16 21 22 24 62 70 109 150 154 263 291 733 743 748 4566 5327 5328 5329,item 53 features: 11 12 14 16 21 22 24 62 70 109 150 154 263 291 733 743 748 4566 5327 5328 5329,
55,item_55,,item_55,,14 22 23 36 69 75 105 109 148 158 260 291 405 408 507 818 1048 1143 1653 1659 2055 2441 5859 5862 5908 5945 7788 8146,item 55 features: 14 22 23 36 69 75 105 109 148 158 260 291 405 408 507 818 1048 1143 1653 1659 2055 2441 5859 5862 5908 5945 7788 8146,
56,item_56,,item_56,,11 13 18 19 20 33 34 36 717,item 56 features: 11 13 18 19 20 33 34 36 717,
57,item_57,,item_57,,11 22 46 77 79 112 115 133 158 169 176 191 194 197 251 323 344 404 507 606 613 691 852 945 1272 2343 2453 3137 3424 3573 4315 4871 5503 5645 5741 5744 5749 5859 5860 5968 6008 7156 8015 8016 8369,item 57 features: 11 22 46 77 79 112 115 133 158 169 176 191 194 197 251 323 344 404 507 606 613 691 852 945 1272 2343 2453 3137 3424 3573 4315 4871 5503 5645 5741 5744 5749 5859 5860 5968 6008 7156 8015 8016 8369,
58,item_58,,item_58,,17 22 23 69 105 112 154 155 158 164 189 197 208 365 611 696 861 863 1048 1651 1659 2635 4817 5862 6149 7964,item 58 features: 17 22 23 69 105 112 154 155 158 164 189 197 208 365 611 696 861 863 1048 1651 1659 2635 4817 5862 6149 7964,
60,item_60,,item_60,,12 30 325 327,item 60 features: 12 30 325 327,
64,item_64,,item_64,,11 14 16 23 69 74 75 77 80 105 109 144 148 158 176 192 235 260 323 598 606 717 885 2222 2714 3298 3622 3623 4908 5445 5860 5874,item 64 features: 11 14 16 23 69 74 75 77 80 105 109 144 148 158 176 192 235 260 323 598 606 717 885 2222 2714 3298 3622 3623 4908 5445 5860 5874,
71,item_71,,item_71,,154 428 437 864 2055 5766 5867,item 71 features: 154 428 437 864 2055 5766 5867,
72,item_72,,item_72,,72 154 173 321 421 5165,item 72 features: 72 154 173 321 421 5165,
73,item_73,,item_73,,30 77 139 141 143 157 625 7969,item 73 features: 30 77 139 141 143 157 625 7969,
74,item_74,,item_74,,74 75 321,item 74 features: 74 75 321,
75,item_75,,item_75,,69 74 75 109 139 143 144 145 173 242 260 495 844 850 964 1384 1424 2071 2524 5306 5625 6203 6346,item 75 features: 69 74 75 109 139 143 144 145 173 242 260 495 844 850 964 1384 1424 2071 2524 5306 5625 6203 6346,
76,item_76,,item_76,,12 24 321 2385 4372,item 76 features: 12 24 321 2385 4372,
77,item_77,,item_77,,16 22 36 75 77 115 133 163 165 179 251 260 358 654 1109 1324 1325 1741 1775 5212 5544,item 77 features: 16 22 36 75 77 115 133 163 165 179 251 260 358 654 1109 1324 1325 1741 1775 5212 5544,
79,item_79,,item_79,,69 74 75 77 80 179 251,item 79 features: 69 74 75 77 80 179 251,
80,item_80,,item_80,,11 14 15 16 22 23 24 26 27 36 53 69 70 74 75 80 101 109 127 200 201 202 207 260 291 329 401 702 735 736 743 745 752 754 755 767 768 769 770 771 772 773 774 775 776 779 782 1051 1346 1656 2044 3189 3812 3813 4709 4881 5445,item 80 features: 11 14 15 16 22 23 24 26 27 36 53 69 70 74 75 80 101 109 127 200 201 202 207 260 291 329 401 702 735 736 743 745 752 754 755 767 768 769 770 771 772 773 774 775 776 779 782 1051 1346 1656 2044 3189 3812 3813 4709 4881 5445,
81,item_81,,item_81,,69 75 77 80 158 213 323 3065,item 81 features: 69 75 77 80 158 213 323 3065,
83,item_83,,item_83,,69 74 75 77 80 109 1263 3783 5583 7710 8218,item 83 features: 69 74 75 77 80 109 1263 3783 5583 7710 8218,
84,item_84,,item_84,,80 717 3783,item 84 features: 80 717 3783,
86,item_86,,item_86,,69 74 75 77 80 99 105 109 158 242 263 322 323 407 612 3090 6686 6689 8252,item 86 features: 69 74 75 77 80 99 105 109 158 242 263 322 323 407 612 3090 6686 6689 8252,
87,item_87,,item_87,,2 12 14 17 23 29 69 70 75 80 84 105 142 153 158 235 242 260 392 407 415 421 611 862 1117 1128 1168 1284 1383 1384 1600 3189 3528 4215,item 87 features: 2 12 14 17 23 29 69 70 75 80 84 105 142 153 158 235 242 260 392 407 415 421 611 862 1117 1128 1168 1284 1383 1384 1600 3189 3528 4215,
88,item_88,,item_88,,16 22 36 69 74 75 77 92 115 148 173 176 179 191 192 197 247 251 303 396 442 630 668 691 703 855 978 1098 1401 1433 1456 1962 1963 2279 3143 5768 6117 6121 6220 6226 6283 6493 6713 6718 6719 7488 7786 7897 7898 7900 8088 8195,item 88 features: 16 22 36 69 74 75 77 92 115 148 173 176 179 191 192 197 247 251 303 396 442 630 668 691 703 855 978 1098 1401 1433 1456 1962 1963 2279 3143 5768 6117 6121 6220 6226 6283 6493 6713 6718 6719 7488 7786 7897 7898 7900 8088 8195,
89,item_89,,item_89,,6 109 142 151 153,item 89 features: 6 109 142 151 153,
90,item_90,,item_90,,22 79 164 212 263 404 447 510 604 636 1049 1050 1960 2766 3548 3549 5691 5865 5866 5868,item 90 features: 22 79 164 212 263 404 447 510 604 636 1049 1050 1960 2766 3548 3549 5691 5865 5866 5868,
91,item_91,,item_91,,69 100 155 158 203 208 611 1048 1651 5503,item 91 features: 69 100 155 158 203 208 611 1048 1651 5503,
92,item_92,,item_92,,16 22 30 36 99 717,item 92 features: 16 22 30 36 99 717,
96,item_96,,item_96,,24 30 77 150 154 487 4571,item 96 features: 24 30 77 150 154 487 4571,
97,item_97,,item_97,,22 69 75 112 148 247 340 358 467 2975,item 97 features: 22 69 75 112 148 247 340 358 467 2975,
100,item_100,,item_100,,77 148 247 495 702 756 7154,item 100 features: 77 148 247 495 702 756 7154,
101,item_101,,item_101,,81 96 6403,item 101 features: 81 96 6403,
102,item_102,,item_102,,11 12 16 21 36 86 99 150 154 291 691 1045 1786 1981 4374 6780,item 102 features: 11 12 16 21 36 86 99 150 154 291 691 1045 1786 1981 4374 6780,
103,item_103,,item_103,,22 74 101 6685,item 103 features: 22 74 101 6685,
104,item_104,,item_104,,22 23 36 69 76 155 158 166 169 208 401 404 407 574 579 611 691 766 768 770 772 773 774 775 782 863 1044 1046 1448 2108 2919 4458 5688 5690 7758 7759 8147,item 104 features: 22 23 36 69 76 155 158 166 169 208 401 404 407 574 579 611 691 766 768 770 772 773 774 775 782 863 1044 1046 1448 2108 2919 4458 5688 5690 7758 7759 8147,
109,item_109,,item_109,,69 139 157 358 2559,item 109 features: 69 139 157 358 2559,
110,item_110,,item_110,,13 16 24 25 31 44 99 109 150 263 330 456 2435 4372 4373 6397 6399 6406 6414 6415 6417 6418 6423 8120,item 110 features: 13 16 24 25 31 44 99 109 150 263 330 456 2435 4372 4373 6397 6399 6406 6414 6415 6417 6418 6423 8120,
111,item_111,,item_111,,11 12 13 14 16 19 36 70 77 99 150 162 260 263 691 1161 1424 1656 1851 6397,item 111 features: 11 12 13 14 16 19 36 70 77 99 150 162 260 263 691 1161 1424 1656 1851 6397,
113,item_113,,item_113,,12 14 15 16 23 26 27 30 57 69 82 84 154 235 303 769 774 777 2362 2779,item 113 features: 12 14 15 16 23 26 27 30 57 69 82 84 154 235 303 769 774 777 2362 2779,
115,item_115,,item_115,,157 314 1671 1672 1677,item 115 features: 157 314 1671 1672 1677,
118,item_118,,item_118,,22 36 126 130 163 169 173 197 199 260 268 303 404 521 801,item 118 features: 22 36 126 130 163 169 173 197 199 260 268 303 404 521 801,
119,item_119,,item_119,,6 118 153 695,item 119 features: 6 118 153 695,
120,item_120,,item_120,,120 121 122 194 303 433 946 2128 2816,item 120 features: 120 121 122 194 303 433 946 2128 2816,
121,item_121,,item_121,,109 118 120 122 433 946 1999 5311 5314,item 121 features: 109 118 120 122 433 946 1999 5311 5314,
122,item_122,,item_122,,22 36 121 309 404 433 1022 2000 2002 2003 2007 4395 6245,item 122 features: 22 36 121 309 404 433 1022 2000 2002 2003 2007 4395 6245,
123,item_123,,item_123,,16 22 112 2247 2618 4978 4979 4980 4981 4982 5330,item 123 features: 16 22 112 2247 2618 4978 4979 4980 4981 4982 5330,
124,item_124,,item_124,,23 69 836 2618 4501 7052,item 124 features: 23 69 836 2618 4501 7052,
125,item_125,,item_125,,16 36 150 263 272 330 399 456 5139 6397 6686 7970,item 125 features: 16 36 150 263 272 330 399 456 5139 6397 6686 7970,
128,item_128,,item_128,,69 71 84 112 115 154 155 189 208 303 321 377 611 2083 2635 4052 4673 4766 5690 7140,item 128 features: 69 71 84 112 115 154 155 189 208 303 321 377 611 2083 2635 4052 4673 4766 5690 7140,
129,item_129,,item_129,,23 68 76 155 320 715 819 820 823 996 1787 4710,item 129 features: 23 68 76 155 320 715 819 820 823 996 1787 4710,
135,item_135,,item_135,,11 22 69 77 101 109 164 179 191 251 288 291 592 829 856 862 1046 1450 2055 2058 2060 2456 3293 3551 3553 5519 5520 5522 5525 6995,item 135 features: 11 22 69 77 101 109 164 179 191 251 288 291 592 829 856 862 1046 1450 2055 2058 2060 2456 3293 3551 3553 5519 5520 5522 5525 6995,
136,item_136,,item_136,,22 69 92 101 109 115 147 148 260 404 421 447 507 696 709 831 850 1400 2055 3494,item 136 features: 22 69 92 101 109 115 147 148 260 404 421 447 507 696 709 831 850 1400 2055 3494,
137,item_137,,item_137,,69 74 77 80 109 148 173 247 260 358 423 630 690 692 1140 1692 2835,item 137 features: 69 74 77 80 109 148 173 247 260 358 423 630 690 692 1140 1692 2835,
138,item_138,,item_138,,112 144 145 716 1601 6008,item 138 features: 112 144 145 716 1601 6008,
139,item_139,,item_139,,75 150 354 358 572 690 2976,item 139 features: 75 150 354 358 572 690 2976,
140,item_140,,item_140,,69 74 75 155 340 358 572 690 2559,item 140 features: 69 74 75 155 340 358 572 690 2559,
141,item_141,,item_141,,74 139 144 157 235 541 690 7711,item 141 features: 74 139 144 157 235 541 690 7711,
142,item_142,,item_142,,69 115 340 358 572 690 2355 3355 6032 7711,item 142 features: 69 115 340 358 572 690 2355 3355 6032 7711,
143,item_143,,item_143,,69 115 148 155 158 208 247 409 611 650 691 857 963 2759 3214 4899 6959 7056,item 143 features: 69 115 148 155 158 208 247 409 611 650 691 857 963 2759 3214 4899 6959 7056,
144,item_144,,item_144,,22 69 77 158 251 323 602 1091 1650 1775 5293 6634 6635 6649,item 144 features: 22 69 77 158 251 323 602 1091 1650 1775 5293 6634 6635 6649,
148,item_148,,item_148,,75 79 81 226 299 6436,item 148 features: 75 79 81 226 299 6436,
150,item_150,,item_150,,1705 1805 7152,item 150 features: 1705 1805 7152,
151,item_151,,item_151,,69 74 75 321 6940 6941 7250,item 151 features: 69 74 75 321 6940 6941 7250,
154,item_154,,item_154,,68 69 74 75 173,item 154 features: 68 69 74 75 173,
155,item_155,,item_155,,69 74 75 112 115 1543,item 155 features: 69 74 75 112 115 1543,
156,item_156,,item_156,,0 23 27 68 69 101 109 127 155 173 192 194 260 291 309 320 408 611 633 658 715 839 844 1048 1105 1302 1919 2078 2965 3574 3576 4607 5544 5551 6954 6961 7654 8041,item 156 features: 0 23 27 68 69 101 109 127 155 173 192 194 260 291 309 320 408 611 633 658 715 839 844 1048 1105 1302 1919 2078 2965 3574 3576 4607 5544 5551 6954 6961 7654 8041,
157,item_157,,item_157,,11 12 13 16 19 21 25 36 75 86 150 460 604 691 1045 1598 3566 4671 6870 7125,item 157 features: 11 12 13 16 19 21 25 36 75 86 150 460 604 691 1045 1598 3566 4671 6870 7125,
158,item_158,,item_158,,16 84 86 150 263 450 454 456 474 691 3565 4426 4428 6662 6674,item 158 features: 16 84 86 150 263 450 454 456 474 691 3565 4426 4428 6662 6674,
159,item_159,,item_159,,11 14 16 22 24 53 69 74 75 76 77 80 105 109 115 139 147 148 154 158 173 176 192 193 196 197 199 235 242 251 260 286 291 303 321 322 323 356 367 404 408 421 541 662 691 693 698 699 700 704 706 711 713 717 765 830 862 940 964 1052 1071 1143 1305 1325 1374 1377 1383 1391 1424 1484 1643 1775 1784 2153 2314 2809 2867 3143 3189 3298 3456 3494 3541 4314 4372 4373 4838 4907 4908 5445 5617 5666 5694 6276 6428 6430 6431 6754 7003 7450 7948 7949 8023 8091 8092 8147,item 159 features: 11 14 16 22 24 53 69 74 75 76 77 80 105 109 115 139 147 148 154 158 173 176 192 193 196 197 199 235 242 251 260 286 291 303 321 322 323 356 367 404 408 421 541 662 691 693 698 699 700 704 706 711 713 717 765 830 862 940 964 1052 1071 1143 1305 1325 1374 1377 1383 1391 1424 1484 1643 1775 1784 2153 2314 2809 2867 3143 3189 3298 3456 3494 3541 4314 4372 4373 4838 4907 4908 5445 5617 5666 5694 6276 6428 6430 6431 6754 7003 7450 7948 7949 8023 8091 8092 8147,
160,item_160,,item_160,,14 16 22 23 36 46 53 69 74 75 76 77 80 109 112 115 136 147 148 158 163 173 176 193 196 197 235 251 285 291 323 356 377 606 714 830 833 865 1047 1052 1334 1562 1578 1650 1656 2009 2055 2153 2343 2348 2363 2453 2504 2624 2803 2804 2817 2835 3216 3561 3621 3816 3818 4789 4832 5330 5501 5523 5617 5740 5877 6008 6177 6568 6678 6679 6680 6681 7601 7864 8369 8371 8432,item 160 features: 14 16 22 23 36 46 53 69 74 75 76 77 80 109 112 115 136 147 148 158 163 173 176 193 196 197 235 251 285 291 323 356 377 606 714 830 833 865 1047 1052 1334 1562 1578 1650 1656 2009 2055 2153 2343 2348 2363 2453 2504 2624 2803 2804 2817 2835 3216 3561 3621 3816 3818 4789 4832 5330 5501 5523 5617 5740 5877 6008 6177 6568 6678 6679 6680 6681 7601 7864 8369 8371 8432,
161,item_161,,item_161,,69 74 75 77 80 109 148 158 322 323 691 706 717 1400 1424 1643 1999 2454 3448 3453 4944 5056 5875 7268,item 161 features: 69 74 75 77 80 109 148 158 322 323 691 706 717 1400 1424 1643 1999 2454 3448 3453 4944 5056 5875 7268,
162,item_162,,item_162,,69 74 75 77 80 83 109 176 193 235 325 327 606 691 703 1352 1424 2435 3418 4374 6726,item 162 features: 69 74 75 77 80 83 109 176 193 235 325 327 606 691 703 1352 1424 2435 3418 4374 6726,
163,item_163,,item_163,,77 115 247 2101,item 163 features: 77 115 247 2101,
164,item_164,,item_164,,69 74 75 151 3461,item 164 features: 69 74 75 151 3461,
167,item_167,,item_167,,34 79 81 115 133 260 507 520 604 611 724 1175 1176 1177 1178 1179 2999 5139 6885,item 167 features: 34 79 81 115 133 260 507 520 604 611 724 1175 1176 1177 1178 1179 2999 5139 6885,
172,item_172,,item_172,,11 12 14 16 22 39 69 70 75 77 80 83 109 154 251 260 291 303 325 327 487 592 756 1161 1694 7904 7968 8025,item 172 features: 11 12 14 16 22 39 69 70 75 77 80 83 109 154 251 260 291 303 325 327 487 592 756 1161 1694 7904 7968 8025,
173,item_173,,item_173,,77 247,item 173 features: 77 247,
174,item_174,,item_174,,77 112 421 495,item 174 features: 77 112 421 495,
175,item_175,,item_175,,14 69 107 144 145 155 235 328 611 1164 1660 1664 6241 6242,item 175 features: 14 69 107 144 145 155 235 328 611 1164 1660 1664 6241 6242,
176,item_176,,item_176,,77 80 251 756 1654,item 176 features: 77 80 251 756 1654,
178,item_178,,item_178,,0 5 57 75 140 157 161 990 2696 8347,item 178 features: 0 5 57 75 140 157 161 990 2696 8347,
181,item_181,,item_181,,0 6 85 112 1058 1316,item 181 features: 0 6 85 112 1058 1316,
183,item_183,,item_183,,22 69 75 80 115 247 270 291 698,item 183 features: 22 69 75 80 115 247 270 291 698,
184,item_184,,item_184,,101 226 239 1417 4315 4325,item 184 features: 101 226 239 1417 4315 4325,
185,item_185,,item_185,,135 145,item 185 features: 135 145,
188,item_188,,item_188,,21 112 437 691,item 188 features: 21 112 437 691,
189,item_189,,item_189,,77 80 158 251,item 189 features: 77 80 158 251,
190,item_190,,item_190,,79 112 2453 6177,item 190 features: 79 112 2453 6177,
192,item_192,,item_192,,16 22 46 77 112 115 158 162 226 265 606,item 192 features: 16 22 46 77 112 115 158 162 226 265 606,
193,item_193,,item_193,,69 75 77 80 158 260 263 585 612 2208 3494 6685 7968,item 193 features: 69 75 77 80 158 260 263 585 612 2208 3494 6685 7968,
195,item_195,,item_195,,16 22 75 77 84 99 150 179 327 377 756 1161 1372,item 195 features: 16 22 75 77 84 99 150 179 327 377 756 1161 1372,
196,item_196,,item_196,,16 22 36 69 75 77 150 251 272 693 1775,item 196 features: 16 22 36 69 75 77 150 251 272 693 1775,
198,item_198,,item_198,,22 69 74 75 77 109 112 262 303 340 358 572 690 692 1180 1424 2128 2559 2975 3813 3904 5828 6445 6760 8195 8197 8199,item 198 features: 22 69 74 75 77 109 112 262 303 340 358 572 690 692 1180 1424 2128 2559 2975 3813 3904 5828 6445 6760 8195 8197 8199,
200,item_200,,item_200,,151 154 421 422 437 5578 5580 5581,item 200 features: 151 154 421 422 437 5578 5580 5581,
201,item_201,,item_201,,11 79 112 340 358 572 690 1221 2975,item 201 features: 11 79 112 340 358 572 690 1221 2975,
202,item_202,,item_202,,22 23 69 147 148 194 404 5272 6307 6310,item 202 features: 22 23 69 147 148 194 404 5272 6307 6310,
203,item_203,,item_203,,69 74 75 80 84 115 148 150 244 247 358 396 541 602 606 662 691 692 703 1140 1324 1692 1775 2559 2835 4133 5669,item 203 features: 69 74 75 80 84 115 148 150 244 247 358 396 541 602 606 662 691 692 703 1140 1324 1692 1775 2559 2835 4133 5669,
204,item_204,,item_204,,11 69 74 75 77 101 112 115 148 169 176 195 247 272 409 492 606 670 691 1578 1733 1775 2243 2453 2577 3790 3791 3792 3793,item 204 features: 11 69 74 75 77 101 112 115 148 169 176 195 247 272 409 492 606 670 691 1578 1733 1775 2243 2453 2577 3790 3791 3792 3793,
205,item_205,,item_205,,11 22 23 29 79 84 115 166 208 242 247 260 291 340 358 404 572 611 690 696 1221 1232 2975 6445,item 205 features: 11 22 23 29 79 84 115 166 208 242 247 260 291 340 358 404 572 611 690 696 1221 1232 2975 6445,
207,item_207,,item_207,,75 77 80 158 235 2680 7622,item 207 features: 75 77 80 158 235 2680 7622,
209,item_209,,item_209,,12 16 84 86 263 450 454 474 2158,item 209 features: 12 16 84 86 263 450 454 474 2158,
211,item_211,,item_211,,22 46 69 74 75 101 109 112 135 144 191 203 242 251 404 975 1775,item 211 features: 22 46 69 74 75 101 109 112 135 144 191 203 242 251 404 975 1775,
212,item_212,,item_212,,16 22 36 46 75 77 105 108 112 115 154 158 173 191 199 247 251 323 332 1060 1205 5253 5254 5255 6429,item 212 features: 16 22 36 46 75 77 105 108 112 115 154 158 173 191 199 247 251 323 332 1060 1205 5253 5254 5255 6429,
213,item_213,,item_213,,12 16 19 22 69 70 74 75 77 94 139 148 150 162 163 169 176 192 195 197 251 260 263 404 421 541 606 660 691 692 703 975 1161 1238 1241 1324 1655 1775 1784 2422 2945 3308 3309 4121 4122 4294 5543 6465 7322 8232 8356 8357,item 213 features: 12 16 19 22 69 70 74 75 77 94 139 148 150 162 163 169 176 192 195 197 251 260 263 404 421 541 606 660 691 692 703 975 1161 1238 1241 1324 1655 1775 1784 2422 2945 3308 3309 4121 4122 4294 5543 6465 7322 8232 8356 8357,
214,item_214,,item_214,,69 75 77 80 101 112 148 247 251 598 8218,item 214 features: 69 75 77 80 101 112 148 247 251 598 8218,
215,item_215,,item_215,,11 12 13 16 19 22 36 46 58 69 75 77 81 109 112 115 147 148 176 194 197 199 251 285 299 303 404 421 447 585 598 604 606 691 692 693 703 706 711 717 756 1107 1157 1804 2767 3143 3494 3783 5743 5951 6008 6430 6696 7076 7708 7988 8227,item 215 features: 11 12 13 16 19 22 36 46 58 69 75 77 81 109 112 115 147 148 176 194 197 199 251 285 299 303 404 421 447 585 598 604 606 691 692 693 703 706 711 717 756 1107 1157 1804 2767 3143 3494 3783 5743 5951 6008 6430 6696 7076 7708 7988 8227,
216,item_216,,item_216,,0 4 109 141 143 157 314 315 346 620 623 978 5170 6360,item 216 features: 0 4 109 141 143 157 314 315 346 620 623 978 5170 6360,
219,item_219,,item_219,,30 46 157 315 617 1675 1879,item 219 features: 30 46 157 315 617 1675 1879,
220,item_220,,item_220,,16 69 74 75 77 80 100 101 109 155 358 606 1578 2559 3305 4419 6754,item 220 features: 16 69 74 75 77 80 100 101 109 155 358 606 1578 2559 3305 4419 6754,
221,item_221,,item_221,,115 247 5133 8201,item 221 features: 115 247 5133 8201,
222,item_222,,item_222,,69 74 109 358 874 2559 4246 5680,item 222 features: 69 74 109 358 874 2559 4246 5680,
223,item_223,,item_223,,16 22 30 75 77 112 247 309 821 833 3494,item 223 features: 16 22 30 75 77 112 247 309 821 833 3494,
224,item_224,,item_224,,115 147 247 1543 2722 5868 8195,item 224 features: 115 147 247 1543 2722 5868 8195,
225,item_225,,item_225,,22 36 260 487 606 3337 5544 5674,item 225 features: 22 36 260 487 606 3337 5544 5674,
226,item_226,,item_226,,16 30 57 82 2696,item 226 features: 16 30 57 82 2696,
229,item_229,,item_229,,69 75 80,item 229 features: 69 75 80,
230,item_230,,item_230,,0 12 30 72 354 432 810 1274 1368 5898,item 230 features: 0 12 30 72 354 432 810 1274 1368 5898,
