item_id,title,artist_name,track_name,category,tags,description,genre
48,Track_48,Artist_8,Track_48,classical,tag_8,A great classical song.,
49,Track_49,Artist_9,Track_49,hiphop,tag_9,A great hiphop song.,
50,Track_50,Artist_10,Track_50,rock,tag_0,A great rock song.,
51,Track_51,Artist_11,Track_51,pop,tag_1,A great pop song.,
52,Track_52,Artist_12,Track_52,jazz,tag_2,A great jazz song.,
53,Track_53,Artist_13,Track_53,classical,tag_3,A great classical song.,
54,Track_54,Artist_14,Track_54,hiphop,tag_4,A great hiphop song.,
55,Track_55,Artist_15,Track_55,rock,tag_5,A great rock song.,
56,Track_56,Artist_16,Track_56,pop,tag_6,A great pop song.,
57,Track_57,Artist_17,Track_57,jazz,tag_7,A great jazz song.,
58,Track_58,Artist_18,Track_58,classical,tag_8,A great classical song.,
59,Track_59,Artist_19,Track_59,hiphop,tag_9,A great hiphop song.,
60,Track_60,Artist_0,Track_60,rock,tag_0,A great rock song.,
61,Track_61,Artist_1,Track_61,pop,tag_1,A great pop song.,
62,Track_62,Artist_2,Track_62,jazz,tag_2,A great jazz song.,
63,Track_63,Artist_3,Track_63,classical,tag_3,A great classical song.,
64,Track_64,Artist_4,Track_64,hiphop,tag_4,A great hiphop song.,
65,Track_65,Artist_5,Track_65,rock,tag_5,A great rock song.,
66,Track_66,Artist_6,Track_66,pop,tag_6,A great pop song.,
67,Track_67,Artist_7,Track_67,jazz,tag_7,A great jazz song.,
68,Track_68,Artist_8,Track_68,classical,tag_8,A great classical song.,
69,Track_69,Artist_9,Track_69,hiphop,tag_9,A great hiphop song.,
70,Track_70,Artist_10,Track_70,rock,tag_0,A great rock song.,
71,Track_71,Artist_11,Track_71,pop,tag_1,A great pop song.,
72,Track_72,Artist_12,Track_72,jazz,tag_2,A great jazz song.,
73,Track_73,Artist_13,Track_73,classical,tag_3,A great classical song.,
74,Track_74,Artist_14,Track_74,hiphop,tag_4,A great hiphop song.,
75,Track_75,Artist_15,Track_75,rock,tag_5,A great rock song.,
76,Track_76,Artist_16,Track_76,pop,tag_6,A great pop song.,
77,Track_77,Artist_17,Track_77,jazz,tag_7,A great jazz song.,
78,Track_78,Artist_18,Track_78,classical,tag_8,A great classical song.,
79,Track_79,Artist_19,Track_79,hiphop,tag_9,A great hiphop song.,
80,Track_80,Artist_0,Track_80,rock,tag_0,A great rock song.,
81,Track_81,Artist_1,Track_81,pop,tag_1,A great pop song.,
82,Track_82,Artist_2,Track_82,jazz,tag_2,A great jazz song.,
83,Track_83,Artist_3,Track_83,classical,tag_3,A great classical song.,
84,Track_84,Artist_4,Track_84,hiphop,tag_4,A great hiphop song.,
85,Track_85,Artist_5,Track_85,rock,tag_5,A great rock song.,
86,Track_86,Artist_6,Track_86,pop,tag_6,A great pop song.,
87,Track_87,Artist_7,Track_87,jazz,tag_7,A great jazz song.,
88,Track_88,Artist_8,Track_88,classical,tag_8,A great classical song.,
89,Track_89,Artist_9,Track_89,hiphop,tag_9,A great hiphop song.,
90,Track_90,Artist_10,Track_90,rock,tag_0,A great rock song.,
91,Track_91,Artist_11,Track_91,pop,tag_1,A great pop song.,
92,Track_92,Artist_12,Track_92,jazz,tag_2,A great jazz song.,
93,Track_93,Artist_13,Track_93,classical,tag_3,A great classical song.,
94,Track_94,Artist_14,Track_94,hiphop,tag_4,A great hiphop song.,
95,Track_95,Artist_15,Track_95,rock,tag_5,A great rock song.,
96,Track_96,Artist_16,Track_96,pop,tag_6,A great pop song.,
97,Track_97,Artist_17,Track_97,jazz,tag_7,A great jazz song.,
98,Track_98,Artist_18,Track_98,classical,tag_8,A great classical song.,
99,Track_99,Artist_19,Track_99,hiphop,tag_9,A great hiphop song.,
100,Track_100,Artist_0,Track_100,rock,tag_0,A great rock song.,
101,Track_101,Artist_1,Track_101,pop,tag_1,A great pop song.,
102,Track_102,Artist_2,Track_102,jazz,tag_2,A great jazz song.,
103,Track_103,Artist_3,Track_103,classical,tag_3,A great classical song.,
104,Track_104,Artist_4,Track_104,hiphop,tag_4,A great hiphop song.,
105,Track_105,Artist_5,Track_105,rock,tag_5,A great rock song.,
106,Track_106,Artist_6,Track_106,pop,tag_6,A great pop song.,
107,Track_107,Artist_7,Track_107,jazz,tag_7,A great jazz song.,
108,Track_108,Artist_8,Track_108,classical,tag_8,A great classical song.,
109,Track_109,Artist_9,Track_109,hiphop,tag_9,A great hiphop song.,
110,Track_110,Artist_10,Track_110,rock,tag_0,A great rock song.,
111,Track_111,Artist_11,Track_111,pop,tag_1,A great pop song.,
112,Track_112,Artist_12,Track_112,jazz,tag_2,A great jazz song.,
113,Track_113,Artist_13,Track_113,classical,tag_3,A great classical song.,
114,Track_114,Artist_14,Track_114,hiphop,tag_4,A great hiphop song.,
115,Track_115,Artist_15,Track_115,rock,tag_5,A great rock song.,
116,Track_116,Artist_16,Track_116,pop,tag_6,A great pop song.,
117,Track_117,Artist_17,Track_117,jazz,tag_7,A great jazz song.,
118,Track_118,Artist_18,Track_118,classical,tag_8,A great classical song.,
119,Track_119,Artist_19,Track_119,hiphop,tag_9,A great hiphop song.,
120,Track_120,Artist_0,Track_120,rock,tag_0,A great rock song.,
121,Track_121,Artist_1,Track_121,pop,tag_1,A great pop song.,
122,Track_122,Artist_2,Track_122,jazz,tag_2,A great jazz song.,
123,Track_123,Artist_3,Track_123,classical,tag_3,A great classical song.,
124,Track_124,Artist_4,Track_124,hiphop,tag_4,A great hiphop song.,
125,Track_125,Artist_5,Track_125,rock,tag_5,A great rock song.,
126,Track_126,Artist_6,Track_126,pop,tag_6,A great pop song.,
127,Track_127,Artist_7,Track_127,jazz,tag_7,A great jazz song.,
128,Track_128,Artist_8,Track_128,classical,tag_8,A great classical song.,
129,Track_129,Artist_9,Track_129,hiphop,tag_9,A great hiphop song.,
130,Track_130,Artist_10,Track_130,rock,tag_0,A great rock song.,
131,Track_131,Artist_11,Track_131,pop,tag_1,A great pop song.,
132,Track_132,Artist_12,Track_132,jazz,tag_2,A great jazz song.,
133,Track_133,Artist_13,Track_133,classical,tag_3,A great classical song.,
134,Track_134,Artist_14,Track_134,hiphop,tag_4,A great hiphop song.,
135,Track_135,Artist_15,Track_135,rock,tag_5,A great rock song.,
136,Track_136,Artist_16,Track_136,pop,tag_6,A great pop song.,
137,Track_137,Artist_17,Track_137,jazz,tag_7,A great jazz song.,
138,Track_138,Artist_18,Track_138,classical,tag_8,A great classical song.,
139,Track_139,Artist_19,Track_139,hiphop,tag_9,A great hiphop song.,
140,Track_140,Artist_0,Track_140,rock,tag_0,A great rock song.,
141,Track_141,Artist_1,Track_141,pop,tag_1,A great pop song.,
142,Track_142,Artist_2,Track_142,jazz,tag_2,A great jazz song.,
143,Track_143,Artist_3,Track_143,classical,tag_3,A great classical song.,
144,Track_144,Artist_4,Track_144,hiphop,tag_4,A great hiphop song.,
145,Track_145,Artist_5,Track_145,rock,tag_5,A great rock song.,
146,Track_146,Artist_6,Track_146,pop,tag_6,A great pop song.,
147,Track_147,Artist_7,Track_147,jazz,tag_7,A great jazz song.,
148,Track_148,Artist_8,Track_148,classical,tag_8,A great classical song.,
149,Track_149,Artist_9,Track_149,hiphop,tag_9,A great hiphop song.,
150,Track_150,Artist_10,Track_150,rock,tag_0,A great rock song.,
151,Track_151,Artist_11,Track_151,pop,tag_1,A great pop song.,
152,Track_152,Artist_12,Track_152,jazz,tag_2,A great jazz song.,
153,Track_153,Artist_13,Track_153,classical,tag_3,A great classical song.,
154,Track_154,Artist_14,Track_154,hiphop,tag_4,A great hiphop song.,
155,Track_155,Artist_15,Track_155,rock,tag_5,A great rock song.,
156,Track_156,Artist_16,Track_156,pop,tag_6,A great pop song.,
157,Track_157,Artist_17,Track_157,jazz,tag_7,A great jazz song.,
158,Track_158,Artist_18,Track_158,classical,tag_8,A great classical song.,
159,Track_159,Artist_19,Track_159,hiphop,tag_9,A great hiphop song.,
160,Track_160,Artist_0,Track_160,rock,tag_0,A great rock song.,
161,Track_161,Artist_1,Track_161,pop,tag_1,A great pop song.,
162,Track_162,Artist_2,Track_162,jazz,tag_2,A great jazz song.,
163,Track_163,Artist_3,Track_163,classical,tag_3,A great classical song.,
164,Track_164,Artist_4,Track_164,hiphop,tag_4,A great hiphop song.,
165,Track_165,Artist_5,Track_165,rock,tag_5,A great rock song.,
166,Track_166,Artist_6,Track_166,pop,tag_6,A great pop song.,
167,Track_167,Artist_7,Track_167,jazz,tag_7,A great jazz song.,
168,Track_168,Artist_8,Track_168,classical,tag_8,A great classical song.,
169,Track_169,Artist_9,Track_169,hiphop,tag_9,A great hiphop song.,
170,Track_170,Artist_10,Track_170,rock,tag_0,A great rock song.,
171,Track_171,Artist_11,Track_171,pop,tag_1,A great pop song.,
172,Track_172,Artist_12,Track_172,jazz,tag_2,A great jazz song.,
173,Track_173,Artist_13,Track_173,classical,tag_3,A great classical song.,
174,Track_174,Artist_14,Track_174,hiphop,tag_4,A great hiphop song.,
175,Track_175,Artist_15,Track_175,rock,tag_5,A great rock song.,
176,Track_176,Artist_16,Track_176,pop,tag_6,A great pop song.,
177,Track_177,Artist_17,Track_177,jazz,tag_7,A great jazz song.,
178,Track_178,Artist_18,Track_178,classical,tag_8,A great classical song.,
179,Track_179,Artist_19,Track_179,hiphop,tag_9,A great hiphop song.,
180,Track_180,Artist_0,Track_180,rock,tag_0,A great rock song.,
181,Track_181,Artist_1,Track_181,pop,tag_1,A great pop song.,
182,Track_182,Artist_2,Track_182,jazz,tag_2,A great jazz song.,
183,Track_183,Artist_3,Track_183,classical,tag_3,A great classical song.,
184,Track_184,Artist_4,Track_184,hiphop,tag_4,A great hiphop song.,
185,Track_185,Artist_5,Track_185,rock,tag_5,A great rock song.,
186,Track_186,Artist_6,Track_186,pop,tag_6,A great pop song.,
187,Track_187,Artist_7,Track_187,jazz,tag_7,A great jazz song.,
188,Track_188,Artist_8,Track_188,classical,tag_8,A great classical song.,
189,Track_189,Artist_9,Track_189,hiphop,tag_9,A great hiphop song.,
190,Track_190,Artist_10,Track_190,rock,tag_0,A great rock song.,
191,Track_191,Artist_11,Track_191,pop,tag_1,A great pop song.,
192,Track_192,Artist_12,Track_192,jazz,tag_2,A great jazz song.,
193,Track_193,Artist_13,Track_193,classical,tag_3,A great classical song.,
194,Track_194,Artist_14,Track_194,hiphop,tag_4,A great hiphop song.,
195,Track_195,Artist_15,Track_195,rock,tag_5,A great rock song.,
196,Track_196,Artist_16,Track_196,pop,tag_6,A great pop song.,
197,Track_197,Artist_17,Track_197,jazz,tag_7,A great jazz song.,
198,Track_198,Artist_18,Track_198,classical,tag_8,A great classical song.,
199,Track_199,Artist_19,Track_199,hiphop,tag_9,A great hiphop song.,
