item_id,title,artist_name,track_name,category,tags,description
168,item_168,,item_168,,125 52 33 635 2 25 4 14 374 5 31 8,item 168 features: 125 52 33 635 2 25 4 14 374 5 31 8
169,item_169,,item_169,,2 31,item 169 features: 2 31
170,item_170,,item_170,,46 44 91,item 170 features: 46 44 91
171,item_171,,item_171,,89 32 404 390 2 121 133 31,item 171 features: 89 32 404 390 2 121 133 31
172,item_172,,item_172,,49 2 34 959 5 28 103 55 23,item 172 features: 49 2 34 959 5 28 103 55 23
173,item_173,,item_173,,58 125 46 34 25 37 10 33 2 4 173 103 5 77 51 14 31 32,item 173 features: 58 125 46 34 25 37 10 33 2 4 173 103 5 77 51 14 31 32
174,item_174,,item_174,,2 34 103 55,item 174 features: 2 34 103 55
175,item_175,,item_175,,10 53 2 34 4 5 31,item 175 features: 10 53 2 34 4 5 31
176,item_176,,item_176,,24 2 34 4 16 31,item 176 features: 24 2 34 4 16 31
177,item_177,,item_177,,69 22 2 50 76 4 5 31,item 177 features: 69 22 2 50 76 4 5 31
178,item_178,,item_178,,58 125 126 2 4 454 199 16 5 31 120 7,item 178 features: 58 125 126 2 4 454 199 16 5 31 120 7
179,item_179,,item_179,,125 33 2 4 14 20 37 5 223 16 44,item 179 features: 125 33 2 4 14 20 37 5 223 16 44
180,item_180,,item_180,,332 29 59 246 150 121 253 71 787 35,item 180 features: 332 29 59 246 150 121 253 71 787 35
181,item_181,,item_181,,31,item 181 features: 31
182,item_182,,item_182,,58 7 4 67,item 182 features: 58 7 4 67
183,item_183,,item_183,,89 404 390 133 121 889 142,item 183 features: 89 404 390 133 121 889 142
184,item_184,,item_184,,69 305 22 2 50 55,item 184 features: 69 305 22 2 50 55
185,item_185,,item_185,,437 150,item 185 features: 437 150
186,item_186,,item_186,,58 126 512 416 19 166 53 2 4 5 31,item 186 features: 58 126 512 416 19 166 53 2 4 5 31
187,item_187,,item_187,,4 14 629 779,item 187 features: 4 14 629 779
188,item_188,,item_188,,34 4 31,item 188 features: 34 4 31
189,item_189,,item_189,,77 528 2 51 4 37 44 5 55 102,item 189 features: 77 528 2 51 4 37 44 5 55 102
190,item_190,,item_190,,89 312 32 390 37 44 133 425,item 190 features: 89 312 32 390 37 44 133 425
191,item_191,,item_191,,807 51 4 14 20 31 120,item 191 features: 807 51 4 14 20 31 120
192,item_192,,item_192,,236 38 34 20 10 2 4 162 173 103 14 31 49 117 16 110,item 192 features: 236 38 34 20 10 2 4 162 173 103 14 31 49 117 16 110
193,item_193,,item_193,,64 2 44,item 193 features: 64 2 44
194,item_194,,item_194,,21 230 44,item 194 features: 21 230 44
195,item_195,,item_195,,15 867 51 4 2 44 5 397 28 55 120,item 195 features: 15 867 51 4 2 44 5 397 28 55 120
196,item_196,,item_196,,51 99 5 44,item 196 features: 51 99 5 44
197,item_197,,item_197,,21 64 31,item 197 features: 21 64 31
198,item_198,,item_198,,228 2 55,item 198 features: 228 2 55
199,item_199,,item_199,,298 550 500 2 39 25 334 275 5 55,item 199 features: 298 550 500 2 39 25 334 275 5 55
200,item_200,,item_200,,32 213 62 185 192 198 243,item 200 features: 32 213 62 185 192 198 243
201,item_201,,item_201,,161 103 31,item 201 features: 161 103 31
202,item_202,,item_202,,2 25 265,item 202 features: 2 25 265
203,item_203,,item_203,,2 31 122,item 203 features: 2 31 122
204,item_204,,item_204,,740 49 2 373 34 173 5 103 31 10 102,item 204 features: 740 49 2 373 34 173 5 103 31 10 102
205,item_205,,item_205,,58 15 52 2 4 5 31,item 205 features: 58 15 52 2 4 5 31
206,item_206,,item_206,,69 1 15 22 51 2 4 28 44 5 31 40,item 206 features: 69 1 15 22 51 2 4 28 44 5 31 40
207,item_207,,item_207,,21 401 2,item 207 features: 21 401 2
208,item_208,,item_208,,403 2 5 31,item 208 features: 403 2 5 31
209,item_209,,item_209,,58 53 51 2 4 5 28 55 120,item 209 features: 58 53 51 2 4 5 28 55 120
210,item_210,,item_210,,51 44,item 210 features: 51 44
211,item_211,,item_211,,4 102,item 211 features: 4 102
212,item_212,,item_212,,479 58 68 159 660 106 362 55 726 510 690 657 924 405 679 203 721 671 191 2 287 680 731 531 247 41 665 417 559 429 673 204 946 623 210 692 878 883,item 212 features: 479 58 68 159 660 106 362 55 726 510 690 657 924 405 679 203 721 671 191 2 287 680 731 531 247 41 665 417 559 429 673 204 946 623 210 692 878 883
213,item_213,,item_213,,826 228 400 676 37,item 213 features: 826 228 400 676 37
214,item_214,,item_214,,2 113 5 31,item 214 features: 2 113 5 31
215,item_215,,item_215,,2 50 25 34 270 16 5 103 55 173 10 23,item 215 features: 2 50 25 34 270 16 5 103 55 173 10 23
216,item_216,,item_216,,51 55 31,item 216 features: 51 55 31
217,item_217,,item_217,,42,item 217 features: 42
218,item_218,,item_218,,43 161 51 76 2 5 769 55 194,item 218 features: 43 161 51 76 2 5 769 55 194
219,item_219,,item_219,,209 134 15 51 4 20 55 638,item 219 features: 209 134 15 51 4 20 55 638
220,item_220,,item_220,,392 39 28 55 586 15 2 4 5 120 51 31 452 49,item 220 features: 392 39 28 55 586 15 2 4 5 120 51 31 452 49
221,item_221,,item_221,,10,item 221 features: 10
222,item_222,,item_222,,45 16 5 31,item 222 features: 45 16 5 31
223,item_223,,item_223,,51 44,item 223 features: 51 44
224,item_224,,item_224,,21 44 911,item 224 features: 21 44 911
225,item_225,,item_225,,45 33 4 14 5 31,item 225 features: 45 33 4 14 5 31
226,item_226,,item_226,,46 78,item 226 features: 46 78
227,item_227,,item_227,,58 44,item 227 features: 58 44
228,item_228,,item_228,,32 121 265 31 124,item 228 features: 32 121 265 31 124
229,item_229,,item_229,,2 34 103 55 23,item 229 features: 2 34 103 55 23
230,item_230,,item_230,,31,item 230 features: 31
231,item_231,,item_231,,2 667 76 5 16 31,item 231 features: 2 667 76 5 16 31
232,item_232,,item_232,,49 47 2 34 13 393 972 5 173 31 16 28 103,item 232 features: 49 47 2 34 13 393 972 5 173 31 16 28 103
233,item_233,,item_233,,2 370 670 55 206,item 233 features: 2 370 670 55 206
234,item_234,,item_234,,189,item 234 features: 189
235,item_235,,item_235,,516 53 2 25 5 31,item 235 features: 516 53 2 25 5 31
236,item_236,,item_236,,10,item 236 features: 10
237,item_237,,item_237,,58 703 466 79 486 583 766 358 55 874 15 2 606 818 5 908 604 985 256 795 912 771 346 539 589 644 352,item 237 features: 58 703 466 79 486 583 766 358 55 874 15 2 606 818 5 908 604 985 256 795 912 771 346 539 589 644 352
238,item_238,,item_238,,51 55 262,item 238 features: 51 55 262
239,item_239,,item_239,,51 44 10,item 239 features: 51 44 10
240,item_240,,item_240,,209 2 193 34 25 16 5 31,item 240 features: 209 2 193 34 25 16 5 31
241,item_241,,item_241,,38 416 2 25 4 861 5 55,item 241 features: 38 416 2 25 4 861 5 55
242,item_242,,item_242,,58 15 53 2 51 891 4 31 5 55,item 242 features: 58 15 53 2 51 891 4 31 5 55
243,item_243,,item_243,,58 229 15 2 31 16 55 10,item 243 features: 58 229 15 2 31 16 55 10
244,item_244,,item_244,,896 24,item 244 features: 896 24
245,item_245,,item_245,,700 32 2 338 97,item 245 features: 700 32 2 338 97
246,item_246,,item_246,,49 2 25 31,item 246 features: 49 2 25 31
247,item_247,,item_247,,24 49 150 2 34 4 5 16 173 103 55 23,item 247 features: 24 49 150 2 34 4 5 16 173 103 55 23
248,item_248,,item_248,,58 125 34 25 37 55 10 65 33 53 2 4 345 5 51 67 31 460 32 49 253,item 248 features: 58 125 34 25 37 55 10 65 33 53 2 4 345 5 51 67 31 460 32 49 253
249,item_249,,item_249,,51 31,item 249 features: 51 31
250,item_250,,item_250,,69 22 4 0 661 122 120,item 250 features: 69 22 4 0 661 122 120
251,item_251,,item_251,,940,item 251 features: 940
252,item_252,,item_252,,65 524 119 32 6 97 37 62,item 252 features: 65 524 119 32 6 97 37 62
253,item_253,,item_253,,425 129 21 91 2 116 31,item 253 features: 425 129 21 91 2 116 31
254,item_254,,item_254,,4,item 254 features: 4
255,item_255,,item_255,,416 451 34 166 44 10 15 2 173 103 5 23 51 31,item 255 features: 416 451 34 166 44 10 15 2 173 103 5 23 51 31
256,item_256,,item_256,,51 872 44 31,item 256 features: 51 872 44 31
257,item_257,,item_257,,32 96 505 351 25 34 495 432 55 10,item 257 features: 32 96 505 351 25 34 495 432 55 10
258,item_258,,item_258,,48 158,item 258 features: 48 158
259,item_259,,item_259,,2,item 259 features: 2
260,item_260,,item_260,,69 168 22 50 39 226 5 31,item 260 features: 69 168 22 50 39 226 5 31
261,item_261,,item_261,,15 51 4 14 44,item 261 features: 15 51 4 14 44
262,item_262,,item_262,,209 152 651 39 69 22 2 4 113 5 85 31 50 234 16,item 262 features: 209 152 651 39 69 22 2 4 113 5 85 31 50 234 16
263,item_263,,item_263,,58 605 15 964 51 2 4 39 563 5 28 16 31,item 263 features: 58 605 15 964 51 2 4 39 563 5 28 16 31
264,item_264,,item_264,,58 125 33 4 31,item 264 features: 58 125 33 4 31
265,item_265,,item_265,,2 34 4 103 55 23,item 265 features: 2 34 4 103 55 23
266,item_266,,item_266,,51 55,item 266 features: 51 55
267,item_267,,item_267,,69 22 4 20 802 85 60,item 267 features: 69 22 4 20 802 85 60
268,item_268,,item_268,,178,item 268 features: 178
269,item_269,,item_269,,15 130 51 4 85 28 31 248,item 269 features: 15 130 51 4 85 28 31 248
270,item_270,,item_270,,688 51 31 34 5 301,item 270 features: 688 51 31 34 5 301
271,item_271,,item_271,,406 2 34 4 527 14 84 31 10,item 271 features: 406 2 34 4 527 14 84 31 10
272,item_272,,item_272,,15 51 4 55,item 272 features: 15 51 4 55
273,item_273,,item_273,,69 396 22 4 20,item 273 features: 69 396 22 4 20
274,item_274,,item_274,,161 55,item 274 features: 161 55
275,item_275,,item_275,,52 327,item 275 features: 52 327
276,item_276,,item_276,,55 212 10,item 276 features: 55 212 10
277,item_277,,item_277,,4,item 277 features: 4
278,item_278,,item_278,,53 2 31,item 278 features: 53 2 31
279,item_279,,item_279,,123 235 4,item 279 features: 123 235 4
280,item_280,,item_280,,90 246 406 2 31 121 253 122 54 201 156 473,item 280 features: 90 246 406 2 31 121 253 122 54 201 156 473
281,item_281,,item_281,,161 21 2 103 55 23,item 281 features: 161 21 2 103 55 23
282,item_282,,item_282,,34 37 28 10 2 214 103 5 51 625 31 134 49 193 16,item 282 features: 34 37 28 10 2 214 103 5 51 625 31 134 49 193 16
283,item_283,,item_283,,69 15 51 4 92 20 5 55 231 586,item 283 features: 69 15 51 4 92 20 5 55 231 586
284,item_284,,item_284,,22 34 4 31,item 284 features: 22 34 4 31
285,item_285,,item_285,,69 32 4,item 285 features: 69 32 4
286,item_286,,item_286,,2 51 39 34 4 31 532 986 28 446 5,item 286 features: 2 51 39 34 4 31 532 986 28 446 5
287,item_287,,item_287,,15 2 55 409,item 287 features: 15 2 55 409
288,item_288,,item_288,,482 2 265,item 288 features: 482 2 265
289,item_289,,item_289,,21 228 2 56 104 31,item 289 features: 21 228 2 56 104 31
290,item_290,,item_290,,15 51 2 4 5 44 956 55 26,item 290 features: 15 51 2 4 5 44 956 55 26
291,item_291,,item_291,,57 8,item 291 features: 57 8
292,item_292,,item_292,,10 21 25,item 292 features: 10 21 25
293,item_293,,item_293,,49 2 34 173 103 55 23,item 293 features: 49 2 34 173 103 55 23
294,item_294,,item_294,,58 4 20 923,item 294 features: 58 4 20 923
295,item_295,,item_295,,51 31 4 397 5 28 55,item 295 features: 51 31 4 397 5 28 55
296,item_296,,item_296,,567 2 13 84 44 28 47 5 742,item 296 features: 567 2 13 84 44 28 47 5 742
297,item_297,,item_297,,1 2 51 5 55 382,item 297 features: 1 2 51 5 55 382
298,item_298,,item_298,,58 134 15 51 4 28 31 120,item 298 features: 58 134 15 51 4 28 31 120
299,item_299,,item_299,,15 22 2 51 5 55 128,item 299 features: 15 22 2 51 5 55 128
300,item_300,,item_300,,58 125 34 25 10 52 33 2 4 5 120 650 67 31 7 49 193 16,item 300 features: 58 125 34 25 10 52 33 2 4 5 120 650 67 31 7 49 193 16
301,item_301,,item_301,,34 4 31,item 301 features: 34 4 31
302,item_302,,item_302,,186 2 55 194,item 302 features: 186 2 55 194
303,item_303,,item_303,,165,item 303 features: 165
304,item_304,,item_304,,2 54 55,item 304 features: 2 54 55
305,item_305,,item_305,,69 168 22 2 4 39 50 31 5,item 305 features: 69 168 22 2 4 39 50 31 5
306,item_306,,item_306,,51 4 20 28 31,item 306 features: 51 4 20 28 31
307,item_307,,item_307,,34 37 55 10 65 21 2 250 424 6 332 32 230 138 472,item 307 features: 34 37 55 10 65 21 2 250 424 6 332 32 230 138 472
308,item_308,,item_308,,2 57 4 14 741 16 44 55 0,item 308 features: 2 57 4 14 741 16 44 55 0
309,item_309,,item_309,,103 55 23,item 309 features: 103 55 23
310,item_310,,item_310,,21 44,item 310 features: 21 44
311,item_311,,item_311,,218,item 311 features: 218
312,item_312,,item_312,,58 125 232 4 120,item 312 features: 58 125 232 4 120
313,item_313,,item_313,,15 205 237 2 51 34 39 4 308 54 5 28 31 497,item 313 features: 15 205 237 2 51 34 39 4 308 54 5 28 31 497
314,item_314,,item_314,,64 31 10,item 314 features: 64 31 10
315,item_315,,item_315,,15 927 217 2 51 31 20 5 55 231,item 315 features: 15 927 217 2 51 31 20 5 55 231
316,item_316,,item_316,,160,item 316 features: 160
317,item_317,,item_317,,322 31 10,item 317 features: 322 31 10
318,item_318,,item_318,,69 363 2 4 76 5 44 0,item 318 features: 69 363 2 4 76 5 44 0
319,item_319,,item_319,,53 2 55,item 319 features: 53 2 55
320,item_320,,item_320,,2 25 31,item 320 features: 2 25 31
321,item_321,,item_321,,706,item 321 features: 706
322,item_322,,item_322,,28 55 2 5 51 31 268 294,item 322 features: 28 55 2 5 51 31 268 294
323,item_323,,item_323,,34 37 185 687 65 52 2 72 57 62 31 64 49 193 472 124,item 323 features: 34 37 185 687 65 52 2 72 57 62 31 64 49 193 472 124
324,item_324,,item_324,,51 55,item 324 features: 51 55
325,item_325,,item_325,,15 51 31 4 294 55 128,item 325 features: 15 51 31 4 294 55 128
326,item_326,,item_326,,51 55,item 326 features: 51 55
327,item_327,,item_327,,44,item 327 features: 44
328,item_328,,item_328,,51 55,item 328 features: 51 55
329,item_329,,item_329,,49 2 34 173 103 31,item 329 features: 49 2 34 173 103 31
330,item_330,,item_330,,55,item 330 features: 55
